"icontitle","description"
"过街设施","京榆旧线和潞苑东路十字路口的红绿灯经常出错，有时候拐弯灯就五秒钟，导致大量的车辆都堵在路口，而且潞苑东路耿庄桥高速路口前面的红绿灯也特别多，加上还有公交站，感觉设置不合理，希望得到改善。"
"安全步行空间","环境不太好，周围尘土较多，人比较多，声音比较大，比较杂，树木较少。"
"过街设施","过街设施不完善，步行存在危险"
"过街设施","过街设施不完善，存在安全隐患"
"自定义","小区门口进车和出车口都设置在一起，很容易相互碰撞，我们小区里面有幼儿园，小学，中学，对孩子安全有很大隐患"
"安全步行空间","好多汽车逆行，闯红灯"
"安全步行空间","环境不太好，尘土较多，声音杂乱，路两边树木小，树木少，空气也不太好。"
"照明与监控","路面照明需要改善，路窄车多，孩子上学不安全。"
"占道停车","两侧工程车严重影响孩子上下学"
"照明与监控","建议这里添加一些路灯"
"占道停车","酒店门口长期存在旅游大巴占用自行车道停车的问题，严重影响骑车人人身安全。"
"安全步行空间","胡同太窄，安全空间小，车多"
"过街设施","学生上学不安全堵车，需要增加红绿灯以及限速标识，礼让行人"
"自定义","规划这的停车问题，没有停车的地方，乱停车！都停到路中间了"
"占道停车","占道停车太严重了，应该好好治理一下。"
"占道停车","卫星桥附近有时会有占道停车问题，晚高峰会造成一定程度的拥堵"
"自定义","学生上下学车流量多，应多增加红绿灯，提高安全性"
"车辆超速","这条马路上的车开的是比较快的，行人过马路的时候都很小心，尤其是晚上，最好给限速一下，这样比较安全！"
"占道停车","车辆靠边停，有时两边都停满车，马路窄，容易堵车"
"占道停车","大兴区富华巷路边违章停车严重，双向车经过困难，拥堵。"
"占道停车","盛景嘉园辅路旁电动车商铺在售电动车、摩托车维修商铺摩托车占道"
"安全步行空间","车辆太多，占用非机动车道，违规停车"
"占道停车","街道比较窄，上下学期间存在车辆占道情况，望后续可以改善。"
"过街设施","需要多加几条人行横道，这样艰苦方便太多了"
"自定义","门前道路是孩子上学的必经之路。改为单行线后，仍有部分机动车不遵守规则，强行逆行；大量电动车（快递车最严重）无视交通法规，抢行、逆行，孩子过马路简直提心吊胆。"
"占道停车","孩子放学警察有占道乱停车的"
"占道停车","车辆太多，占用非机动车道，违规停车"
"占道停车","马路过窄，到处存在占道停车，附近还没有大型停车场，进场造成交通拥堵"
"照明与监控","希望学校家长等候区可以安装监控系统1.      过街设施
"
"过街设施"," 接孩子的时候总是需要过红绿灯，车辆又较多。如果在就近增加过街天桥就好了。希望有关部门能够反应
 
"
"占道停车","没有固定停车位，私家车辆随意停在路边"
"占道停车","乱停车 堵车现象严重 尤其周五六日"
"车辆超速","车辆速度太快，希望建个限速标识"
"占道停车","这里因为学校常年拥堵，占道停车严重，汽车，自行车，电动车乱七八糟，安全无保障"
"安全步行空间","路边停车太多了！游客人也多，堵车严重，在附近住的居民出行不方便"
"安全步行空间","道路两侧停满车辆，拥堵严重，孩子过马路很危险，建议让安全标识更醒目"
"安全步行空间","道路两侧车辆随意停放，道路拥堵，建议加强管理"
"占道停车","路边停车太多，在这里经过不太安全，"
"自定义","学校放学门前就应该禁止行车 "
"安全步行空间","孩子上辅导班的教育机构附近安全特别重要。无论是汽车还是自行车都需要路过慢行。"
"自定义","房山区河北镇东庄子村将垃圾池建在居民家门口，附近村民倒尿，影响村容村貌，污染环境。"
"占道停车","车辆乱停乱放，早晚高峰影响通行。"
"占道停车","占道停车，拓宽道路。"
"自定义","房山区河北镇东庄子村村霸 吕学红，非法河道取沙，强抢村民吕景祥，殷根基，吕志明等人承包土地填埋河沙，破坏耕地面积5亩以上，法院判决无法生效"
"占道停车","占道停车，拓宽道路，设停车位，提醒垃圾清扫车不要总停在路口！"
"过街设施","早晚高峰时，车太多，人也多，路况比较拥堵，所以改善一下过街设施谢谢！"
"占道停车","道路没有停车的地方，希望道路越来越宽！！！！"
"照明与监控","照明昏暗，没有监控设施，希望改善！！"
"占道停车","车辆占道太多，道路窄，还有来往的车辆，建议来往车辆改旁边的大路通行"
"安全步行空间","这个学校附近应该，增加红绿灯路口，方便行人通过，"
"安全步行空间","两边车较多，没有斑马线，过马路不太放心，有时车还停路边挡住咯"
"占道停车","道边乱停车，很拥堵，十分不安全"
"安全步行空间","建议增加孩子放学排队区域，增加安全性，目前存在安全隐患且未发现监控摄像头"
"安全步行空间","每天早上孩子们去上学，都要经过一个菩提小区的小门，孩子们上学本来就很急，但来来往往的人都堵在这个小门那，十分不方便。"
"占道停车","学校门前路窄，而且两边还有停车占路，且有来往车辆，建议车辆改路通行"
"过街设施","六一小学附近，小区出来，通往小学的人行横道，只有斑马线，存在安全隐患"
"占道停车","路边停车比较多，还有共享单车，对行人不方便"
"占道停车","八一小学路口，海信大厦拐弯处，每天早上占到停车。骑车送孩子的家长只能走机动车道，造成安全隐患"
"安全步行空间","行人路窄两边停车太多来往车辆较多不安全"
"过街设施","张贴安全标识提示，重视交通安全。"
"占道停车","孩子放学门口私家车乱停乱放，严重拥堵，孩子过路口也存在安全隐患。"
"占道停车","很多车没地停，就在路边停放"
"自定义","上下班可以增设安检通道，上下班高峰期经常会发生拥堵。"
"占道停车","璞缇小学西面的胡同里每日上下学时间接送孩子的车子特别多，还有步行的孩子们和家长，人和车子乱作一团，造成交通堵塞，十分不安全。"
"占道停车","道路拥堵，占道停车！无安全标识"
"过街设施","车辆占道停车严重，道路拥堵，望改善。"
"占道停车","随喜停车，道路拥堵，安全标识不全面！"
"安全步行空间","非机动车道停满车辆并有车辆行驶。"
"自定义","道路拥堵，车辆随意停放，建议不开车接孩子"
"过街设施","老旧小区一个，离地铁比较近，设施、设备不完善，居委会跟进不利，不作为。"
"自定义","交通不方便，没有公交车通过，道路不好走，希望改善！"
"过街设施","希望张贴安全标识，增加隔离带"
"安全步行空间","车辆太多～孩子过马路不安全"
"自定义","交通拥挤，车辆随意停放，不建议开车接送学生，路况标示不清楚"
"占道停车","八里庄中心小学周边每到上、下学的时候都很乱，车辆胡乱停放，无人监管，安全没有保障。"
"安全步行空间","上下学早晚高峰周边接孩子停车问题应多多关注"
"安全步行空间","周边环境嘈杂，车辆非常多！建议对自行车道，人行道进行划分"
"占道停车","学校周边车辆多道路窄，两边车辆占道不安全。"
"自定义","希望增加防护隔离带！谢谢"
"过街设施","学校附近道路比较拥挤，车辆比较多，简易增加防护栏和人行横道，保证学生上下学的人身安全。增加学校周围的安全设施。"
"过街设施","希望能够增加防护隔离带"
"过街设施","行人路窄.两边停车太多.孩子放学走路不安全"
"过街设施","在一个巷子里.交通不方便.小路两边全是车.孩子不安全"
"车辆超速","高峰期人多车多。
道路拥挤
没有秩序"
"过街设施","改善路上交通压力，增加红绿灯。"
"照明与监控","学校是家长和社会最关心的问题，上下学的时候也是车辆最多的时候，这时候学生的安全问题至关重要，最好在学校路口安装监控摄像头，和红绿灯保证交通安全，也可以保证有据可查。"
"过街设施","没有专属停车位，随便乱停车，接孩子不方便，孩子过路也不安全"
"过街设施","道路拥挤，孩子上下学不安全。"
"占道停车","早上送孩子的车辆严重影响交通。"
"过街设施","学校路口没有红绿灯，孩子过路不安全！
"
"照明与监控","北京璞缇四中学校西边、东边、北面的胡同建议加装监控，因为平时上下学孩子很多，人车混行，很不安全。"
"自定义","学校门前没有防护栏，孩子放学过马路很危险"
"安全步行空间","增设学生安全步行空间"
"车辆超速","路过学校门口增设车辆减速的标示。"
"过街设施","路边随便乱停车.没有红绿灯🚥过马路没有人行通道！"
"占道停车","学校周边停车辆太多，道路窄，且有来往车辆，建议来往车辆改路"
"过街设施","学校门口环境太差！还有推车买小食品的！看着很脏！总担心孩子去买！"
"过街设施","车辆太多了！过马路不安心。"
"过街设施","拥堵太窄了需要改善，建议扩张道路，放学太危险"
"过街设施","孩子过马路没有人行横道.担心有车辆.太不安全"
"安全步行空间","学校门口的上庄路很窄，路旁的人行道是普通沙石路，下雨下雪的时候，走路很不方便。"
"车辆超速","这是单行车道！孩子放学出来就到路口！实在不安全"
"占道停车","增加安保人员，增加护栏"
"过街设施","过路注意安全，为自己身体健康负责"
"过街设施","学校门口没有人行横道～没有红绿灯🚥 ！两边车辆乱停！差极了"
"安全步行空间","建议增加接孩子时安全排队区域，还有监控摄像头。"
"车辆超速","经常接孩子会看到.随便车辆调头.不守交通规则.孩子放学过马路好不安全"
"自定义","巨旁增设个道路转角镜"
"车辆超速","路两边随便停车，有些还不遵守交通规则～随意调头～孩子过马路不安全"
"自定义","安装摄像头，过马路车辆慢行，标识多一点，斑马线清晰，红绿灯🚥，保安安保工作认真"
"过街设施","过马路没有人行横道～路边乱停车位！孩子过马路不安全"
"安全步行空间","没有安全步行路线.路边乱停车！要是有红绿灯就好了"
"过街设施","奇怪学校门口还有买小吃的！路边小吃看着就不干净！总担心孩子会偷着买"
"安全步行空间","晚上接孩子的家长太多，都在一个时间点，有点拥挤，所以安全步行空间再扩大一下！"
"过街设施","学校门口是单行.总是有车进入特别快.还怕孩子过路不安全"
"占道停车","该路段拥堵，学生放学在该路段要有安保人员，可设置路障保证学生安全放学"
"过街设施","只有一个路～而且还是单行！有骑车的！有开车的！总是堵路！最主要是不安全"
"过街设施","路好窄，还单行，还堵车，有时候学校门口还有买路边小吃，看着好脏，总担心孩子过马路和乱买东西吃"
"过街设施","十八中门前的胡同只有东西各一条车道，早晚上学和高峰时段，人流和车流密集，十分拥挤，建议加宽道路"
"过街设施","学校门口路太窄了！还是单行！经常有车速很快往里开！不太安全"
"占道停车","路段拥堵，没有标识没有保安"
"过街设施","路灯时好时快，比较拥堵"
"过街设施","学校路太窄了，还是单行，很不安全，还有学校门口对面还有买菜的，环境好差，脏死了"
"占道停车","为什么学校周边禁止停车"
"占道停车","占道现象太严重，阻碍交通，威胁人身安全"
"照明与监控","学生放学时段，各种车辆乱停乱放，人员密集，增加摄像头，保障学生放学安全回家。"
"安全步行空间","左岸公社路边停车占道造成车道狭窄骑自行车送孩子上学不安全"
"过街设施","改善路上交通压力，增加红绿灯，学生上学和下学会更安全。"
"安全步行空间","交通拥堵 没有保安人员，"
"自定义","小学门口车辆拥堵，步行道路较窄。小学生放学时要在马路上穿行，很危险!希望改善一下步行道并安装安全护栏。"
"自定义","交通拥堵建议增加学校家长志愿者维护秩序"
"安全步行空间","每天上学很多小朋友步行，但是小路很窄，还有人、车混行，极不安全"
"照明与监控","胡同里的小学本来道路就窄，每天送孩子上学有汽车、三轮车、电动车、自行车……个别开车送孩子的能不能停远一些下车送孩子进来，骑电动车的速度能不能慢下来一些"
"占道停车","红绿灯路口占道特别停车严重"
"安全步行空间","建议增设摄像头，安全护栏，以保证行人安全"
"安全步行空间","路上的电动车太多，太挤了，不安全，怎么能处理一下。"
"安全步行空间","道路站道停车 日常堵车严重 自行车随意停放 行人走路危险"
"占道停车","附近停车位置太少，收费高，占到停车的太多了，有不少占道停车现象"
"车辆超速","这里多增加几道车辆限速的标志，好保证孩子放学安全"
"占道停车","这个地方因为占道停车已经让人头疼得要命，建议增设违章停车探头"
"自定义","关心下一代祖国的花朵，摄像头高度清晰，斑马线需要明显标志，保安人员尽职尽责，老师跟随，过往车辆太多，家长比孩子都多，给孩子一个舒适安静的学习环境。"
"自定义","学校门口需要明显标牌，过往车辆太多了，接学生的车也停的乱，是否配个保安，马路上的停车也多，多几个贴条的治安一下"
"安全步行空间","建议下翠微小学接送孩子路不好走，没有孩子步行道，路边水沟危险，对孩子，老人造成困扰，望有关领导能给解下！"
"自定义","学校的周边没有停车位，接送孩子的车多人多，需要配个保安，或者多一些保安措施，红绿灯也该增加一个，马路两边私车占用马路太乱"
"占道停车","
图强小学周围占道停车严重，如果家距离学校很近，接孩子上学放学建议大家绿色出行！"
"自定义","车辆超速行驶，过路提心吊胆，建议增设红绿灯"
"占道停车","道路狭窄，建议增添探头和斑马线，让行人安全过马路"
"自定义","放学的时候车多乱停交通不畅通，人员密集。希望有关部门有个好的处理方案保证学生安全"
"车辆超速","因为在四环边上。每次过马路都提心掉胆。车速都太快了。建议多安装摄像头"
"安全步行空间","马路上车多，人也多。比较乱。"
"安全步行空间","车辆随意站道停车，两所大学相邻，人多车多，望政府想办法改善，多增加探头，为学生保驾护航"
"占道停车","老旧小区道路窄车辆乱停乱放车速快孩子放学不安全。"
"安全步行空间","人多车流量大，每天堵堵堵，头疼，望能把交通信号灯时间做调整，谢谢"
"安全步行空间","翠微小学送孩子不方便，没有步行道，路边水沟没护栏很危险，建议设置步行道，解决安全问题"
"占道停车","学生放学时段，车辆乱停乱放人员密集。增加摄像头来往车辆较多建议车辆改路。"
"占道停车","车辆多，这年头车辆越来越多，行人走路空间越来越小，有个路提心吊胆，建议加强道路违规停车，多找人贴条，看谁还乱停"
"车辆超速","希望周边车辆行驶注意行人，切勿超速"
"自定义","快递小车，自行车，汽车占道严重，望增加摄像头"
"过街设施","在大鹁鸽胡同西口与王府井大街交叉的地方设立行人过街可控的红绿灯，方便灯市口小学还有东华门幼儿园的孩子过马路，车多人多，光有个人行道，很多司机不知道停车礼让行人和小孩"
"自定义","车多 道路拥堵 过马路不安全 建议晚上交通 路边乱停车挤占马路"
"自定义","过马路提心吊胆，车就快飞起来啦，建议安装多个隔离带"
"过街设施","路口掉头车辆多，建议画一条掉头专用车道"
"安全步行空间","红绿灯时间太短，老人过马路很困难"
"占道停车","占道停车严重，影响行人通行，不安全，建议分道行驶，周边加停车场"
"自定义","飙车严重，不安全还吵"
"安全步行空间","道路本来就不宽阔，路边时常停满车，接送孩子时非常拥挤，希望得到改善。"
"占道停车","校门口东侧车辆乱停乱放，占用行人和非机动车道，希望得到有关部门重视。"
"安全步行空间","马路比较窄，隔离设施较多，电动车不遵守交通规则"
"过街设施","过街设施不完善 减速带损坏 必要时增加交警"
"安全步行空间","学校路边非常窄，挨着马路，每天放学非常拥挤，很不安全，希望增宽马路"
"安全步行空间","路边违章停车多，处罚力度不够"
"自定义","车辆违章停放，建议增加摄像头和交警，这样能保护我们女孩子的安全，也能使道路整洁。
"
"占道停车","道路窄，路边停车，经常堵车"
"过街设施","南宫小学在南宫社区，孩子放学车多人多，所以改善一下这里的过街设施谢谢！"
"过街设施","一切还不错，十字路口红绿灯应等待时间短些"
"过街设施","希望在这里增设过街设施"
"占道停车","十八中附小的门口每天上下学都很堵，大马路上停满接送孩子的车，正常行驶的车和行人无法通过"
"过街设施","问题1，施工工地在路面大量渣土遗撒，局面凹凸不平，今日看到有清理人员早高峰清理造成拥堵
问题2，施工工地加建筑材料厂，非雾霾天气这地方尘土飞杨"
"安全步行空间","增加南北向绿灯时间，便于行人过马路"
"照明与监控","路口没有监控。或者监控角度不好"
"占道停车","经常有车辆停在停车位外，严重影响自行车通行"
"占道停车","十八中附小门口的大马路上下学停满接送孩子的车，正常行驶的车无法通过"
"过街设施","希望增加过街设施 车辆较多的地方人流量也比较大"
"过街设施","上下学车辆随意停放 影响正常通行  请改善"
"车辆超速","建议设置提示牌，提示过往车辆避让行人"
"占道停车","占道停车，增加停车位"
"占道停车","学校放学期间接送学生车辆严重占道，造成电动车及自行车直接到机动车辆道路及人行通道上行驶。极易出现交通事故和交通隐患。"
"安全步行空间","周围施工太多 道路太少 交通不方便"
"安全步行空间","安全步行空间，清理占道停车。"
"自定义","大车太多，占用非机动车道，影响行人及车辆安全"
"安全步行空间","道路窄，路边占道停车严重"
"占道停车","这里有丰台五小，还有几个教育机构，每天下午三点开始接孩子的家长占道停车情况严重，完成严重拥堵。"
"过街设施","高峰期车流量大，穿越马路不方便，增设过街设施，方便步行人员安全过马路。"
"过街设施","人多车多，期待能有过街天桥。"
"占道停车","小学校门口的街道放学时，有很多车辆在此停留，造成车辆拥堵，带来很多不便！"
"自定义","翠微小学北校区向东约400，这条路没有修人行便道，早晚接送孩子时，行人，电动车，自行车，汽车混行，非常危险，即使高班级的孩子也根本不放心让孩子自己走，而且路边还有条排水沟没有任何拦挡措施，有是一项危险源。
最后就是，这条马路边上都是土路，下雪下雨没法走，晴天接送时灰尘满天飞，孩子天天在这样的路对健康"
"占道停车","本来路就窄，双向停车，有时候竟然还有汽车停到停车位边上。"
"车辆超速","路过人行横道，车主开的飞快，哎。"
"安全步行空间","交通护栏设置不够安全，行人随意穿行，机动车不礼让"
"安全步行空间","建议在人行道上安装防止车辆调头措施，上下学时接送学生和社会车辆乱调头现象严重，存在重大安全隐患。"
"自定义","公共停车位少，停车不方便,增设停车位方便停车"
"安全步行空间","路上总是不停修了挖了补上，坑坑洼洼"
"占道停车","合理划分停车区，以免影响过往行人和车辆"
"占道停车","电动车占道严重需要管理人员严加管理"
"安全步行空间","行车时，路面安全有待提高！！！"
"占道停车","占道停车严重，人员拥挤，加强安保人员，确保孩子的安全。"
"过街设施","经常有校车和学生通过，希望可以增设过街天桥，确保安全通行。"
"照明与监控","村里学校周边路灯暗，冬天不安全"
"安全步行空间","行人路口少，不好过马路"
"过街设施","增加防护栏，监控摄像头"
"占道停车","学校紧邻公路，路两边停满了机动车，上学和放学的点拥堵严重，好多家长骑车没有专用车道，送孩子很危险"
"过街设施","盖高铁站和整修地铁呢，道路特别差，步行通道需要立即改善 "
"安全步行空间","希望在路两侧多增设一些公交指示牌，行人步行空间加宽方便出行。"
"占道停车","附近停车位少，占道车多"
"安全步行空间","这里在修路。每天上下班步行必经之处，道路状况太差了尘土飞杨，希望尽快改善！附近就是学校和幼儿园，为了安全起见希望有关部门重视"
"过街设施","建议交通部门增加自蓝靛厂路到颐慧佳园路道路缓解彰化路出行。"
"占道停车","新建颐慧佳园路边占非机动车道停车，影响非机动车行车安全"
"照明与监控","学校早晚高峰人流量太多，增加照明和监控，有意外事件可以有可调控，更方便市民"
"过街设施","过往人和车辆较多，交通指示盘少，应该增加交通指示盘，提高安全设备设施"
"占道停车","此地停车位太少，有不少车存在占道现象，人流量较大"
"过街设施","学校放学接孩子，家长人群太多，改善一下学校周围的过街设施，让孩子更安全回家！"
"过街设施","交通不方便，公交车太少"
"过街设施","十八中小学门口向东过鸟路设施简陋孩子们上下学过马路很不安全"
"占道停车","车位太少，有很多车存在占道抢位，建议多增加一些停车位"
"占道停车","学校门口乱停车情况比较严重，校外机构广告展位影响放学路"
"占道停车","到处停的都是车，根本没人管，乱的厉害，经常有人车被划"
"安全步行空间","人流量太大希望此路能增加设施改善人流较大的问题"
"占道停车","马路两边上下学高峰全是车，比较拥堵，应该有专人看管下"
"自定义","这边路上特别乱，路很窄，车都乱开，离学校挺近的，学生出来特别危险。"
"占道停车","两侧停的全是私家车，还有电动车不管不顾的跑，路还窄，卫生也不好！"
"安全步行空间","道路周边占到停车多，小商小贩多"
"过街设施","挨着学校 ，建议车道更安全"
"自定义","斜街特乱，而且灯特少，边上好几个小学，还老有校车路过，不安全"
"安全步行空间","学校上下学的时候非常堵"
"过街设施","增加过街设施，马路两边车辆很多，严重影响学生安全"
"占道停车","学校门口乱停车情况比较严重，校外机构广告展位影响放学路"
"占道停车","离学校较近，请解决车辆占到问题"
"占道停车","这边的路很窄，挨着一个日报社，再往前就是一个小学，天天一堆接孩子的车，谁也过不去，而且也是个安全隐患"
"安全步行空间","学校附近增设照明与监控，上下学接送学生车辆拥挤，每天都有拥堵现象，很混乱"
"自定义","路边全是自行车，堆的到处都是，边上就是车站，家长带着孩子等车，经常挂到车把摔倒。"
"车辆超速","周围马路很宽，总有超速，车辆乱停放现象，应该治理一下。"
"过街设施","道路窄，路边乱停放车辆，孩子上学，放学的时候经常堵车，行人不安全。，"
"自定义","这边的路特别不好，不平，好多大坑，老有人挖了盖，盖了挖的，摔过好多孩子。"
"过街设施","增设违章停车拍照，这样上下班送孩子的车辆就不会乱停乱放了。"
"过街设施","增加过街设施，提高百姓出行安全"
"占道停车","道具两边占道停车太多，特别上下学时间非常乱，至少学校门前一定范围内应禁止停车"
"占道停车","道路太窄，占道停车现象严重，建议增加违规拍照。"
"自定义","周边一堆学校，但没有一点为学生下学立的设施，比如说留一行步行道，就一条小道，车，人，都在一条道上走，学生挨着车，很危险。"
"自定义","院里的树20年不修整，树冠疯长，树下停着车一刮风树杈曾经刮断砸到车，夏天虫子也特别多，希望能把大树整理一下"
"安全步行空间","路窄，加上停车，没有足够步行空间。建议调整和增加相应设施"
"自定义","路太黑而且窄，经常有校车经过，私家车也完全不让，挺不安全的感觉。最好能分道。"
"自定义","溜狗的人特别多，而且一人好几只狗，经常在路上跑，好多车急停。和孩子一起上下学，实在不安全。"
"照明与监控","应增加监控设备，防止肇事逃逸发生。"
"占道停车","胡同里面乱停车现象严重，建议拍照严加管理一下"
"自定义","高峰期车辆行驶缓慢，经常堵车，导致上班迟到，望改进"
"自定义","边上餐厅太多，人多而且杂，好多人夹在车中间走，接送小孩正好也走这条路，能不能治理一下。"
"照明与监控","学校出来辅路照明不足，比较昏暗。"
"自定义","附近修地铁，道路圈起，上下班时间比较拥堵"
"占道停车","缺乏管理，道路两侧车辆乱停占道，管理混乱"
"占道停车","道路两边车辆很多，增加过街设施，孩子们过马路也安全一些。"
"自定义","边上餐厅太多，人多而且杂，人夹在车中间走，接送孩子的人很多，能不能治理一下。"
"自定义","溜狗的人特别多，经常在路上跑，好多车刹车差点撞到。和孩子一起上下学，实在不安全。"
"安全步行空间","路边大车停车占道，自行车电动车混行。学生步行道路窄，影响出行。"
"车辆超速","门前道具车速普遍较快，有安全隐患"
"占道停车","胡同乱停车现象突出，建议设立集中的停车场"
"自定义","这边人多车多的，能不能有人管管，车老跑到自行车道上来开。这不占道么，自行车就跑到行人步道上走。"
"过街设施","孩子上学放学都要过马路，这里只有斑马线，有安全隐患，建议安装个红绿灯🚥"
"安全步行空间","因为幼儿园和小学离得很近，每天接送孩子拥堵着很车，这样孩子和送孩子的家长都很不安全。"
"照明与监控","路灯不太好，很黑，看不清路，能多维护一下吗，井盖经常有开着的不知道去向了"
"占道停车","道路两边停车严重公交车穿行建议设隔离带避免事故发生"
"占道停车","孩子放学高峰时，应派遣专门人员管理，维持路口乱停车现象。"
"安全步行空间","到晚上灯光很暗，小区内车辆也多，"
"占道停车","学校附近道路上孩子放学占道停车太多阻碍交通很不方便也很拥挤"
"照明与监控","路灯不太好，很黑，看不清路，能多维护一下吗，昨天带孩子回家，孩子把腿摔青了"
"安全步行空间","经常堵车不太方便，希望交警叔叔可以呀关照一下"
"自定义","平安大街车流量大上下学门前车多，应增加警力疏导，保证学生人身安全"
