"icontitle","description"
"占道停车","早上这里是送孩子去小学和幼儿园的必经之路，很多车在这里调头或者主路辅路穿梭，有时有大货车在辅路停车，把辅路全部堵住，造成孩子上学迟到，周围交通拥堵，希望货车可以往西走一段路，避开这个地方停车"
"自定义","这边上老修路，太没有计划性了，才盖上又挖，永远修不好。孩子天天路过多危险。"
"占道停车","经常有人乱停车，一点都不顺心，希望可以改正"
"占道停车","路边乱停车现象严重，接孩子送孩子非常不方便"
"过街设施","人行道和自行车容易错位 逆行建议改善一下"
"过街设施","因为有生鲜市场很多进货的车，已经造成影响交通，以及行人安全，道路老化，没有斑马线"
"安全步行空间","在这里增设安全设施，装设监控"
"自定义","青年公寓人员经常穿行绿化带过马路，容易出现事故。"
"占道停车","停车标示不明显 机动车驾驶人和自行车容易混建议改善"
"占道停车","没有地方停车，接孩子不方便，希望多建点停车位，以免堵车，影响车辆通行。"
"车辆超速","南宫恒爱幼儿园十字路口车辆太多。车速过快。很容易发生事故。尽量改善。希望安装红绿灯。"
"过街设施","希望可以多点绿化，让环境更美丽，一片绿色，空气好"
"照明与监控","下了焦化厂地铁站特别可怕！路特别小，位置又偏僻，晚上还没有路灯！地铁出口都是些黑车司机，感觉随时可能被绑架。"
"过街设施","路不好，太破了，也不说投钱修修，大人摔孩子摔的，就在学校门口，合适么"
"过街设施","后厂村路高峰期堵车严重"
"安全步行空间","南宫恒爱幼儿园门口路口常拥堵，车辆无秩序，谢谢改善！"
"安全步行空间","路灯不亮，路还不宽，祖国的花朵天天在这儿走，能不能上点心啊。"
"照明与监控","监控太少 希望多加 有可能肇事逃逸"
"自定义","建议7路公共汽车改道，实验二小上下学期间造成严重拥堵"
"占道停车","有乱停车的现象，不是很喜欢，希望有人可以经常来管理一下"
"自定义","这里应该设置为完整的十字路口并安装红绿灯设施，每天早上就不会堵到出不去了，现在汽车要过马路必须先逆行一段，每天早上必堵"
"自定义","学校周边环境需要整治，提高安全性"
"占道停车","这条路上经常来好多马车卖东西，夹在路边的车流里，加上孩子也会走，很危险有没有人管一下。"
"安全步行空间","车辆较多，比较乱，应安治摄像头，保证学生出行安全！"
"占道停车","南宫小学放学占道停车太多，影响交通，对孩子也不是很安全。望管理。"
"安全步行空间","市政该修一下了，一会儿挖个换管子，一会儿挖了跑水了，来回的修，弄好的路面都挖坏了，总摔人"
"照明与监控","云岗小学附近人流量太多，有时放学太黑，望增加照明和监控，给孩子一个安全的空间。"
"过街设施","海淀嘉俊南，通沙阳路方向应建正规的路口，增设红绿灯，现在出行走哪边都是逆行，而且早晚高峰堵车严重！"
"照明与监控","路侧停车严重挤压了自行车和行人的空间，建议增加监控，处罚乱停车"
"占道停车","占道停车太严重，也不知道是不是合法收费的，到处都能停，上下学骑车经过都经常过不去"
"自定义","晚上下班9点左右，打车困难"
"占道停车","道路及人行路上都是私家车，影响路人及车辆通行，希望改善！"
"安全步行空间","路边的自行车区被弄的特别小，而且汽车总挡着，孩子下学只能走汽车道，很不安全"
"占道停车","楼下停车太乱，有时候停都停成两排了，错个车都错不开。"
"安全步行空间","地铁站出口的地方，路太窄了，推自行车都过不去。"
"占道停车","学校放学的时间，好多车占路，验证拥堵"
"安全步行空间","学校周围的路况很烂，没有隔离，孩子就走在车中间，这样能安全么，能不能安排个人管管"
"车辆超速","车辆有超速现象，过马路行人安全问题需要关注，望解决！"
"过街设施","新修的过街天桥只有台阶，没有自行车道，推旅行箱过天桥太不方便了，要一直拎着。"
"过街设施","学校每天下课的时候和晚高峰都对着，太多车了，能不能把这条路改个单行线？多装点灯"
"占道停车","车辆违章停车及其严重，路边都是私家车，经常堵车！"
"自定义","幼儿园门口可以不可以不许停车，接孩子的时候太乱了。"
"自定义","每天接孩子上下学都会走这条路，好多家长开车接送，路堵得不行，总出问题"
"过街设施","学生放学期间堵车严重，车辆较多较乱，安全隐患很多，忘治理！"
"安全步行空间","十字路口处，车辆通过多不礼让行人，过马路有危险，"
"占道停车","附近总有乱停车现象，妨碍行人汽车人通过，也影响车辆的通过。"
"占道停车","学校门口乱停车情况比较严重，校外机构广告展位影响放学路"
"占道停车","望京这一片区占道尤其严重，中学附近更别说了，希望有关部门整治"
"自定义","这里没有红绿灯，每天送孩子都要从辅路提前转进辅路。送完孩子的各种车和嘉郡的住户也要从这逆行到主路。拥堵不堪，安全隐患大。另外，路口对面就是公交站。大家为了赶车，经常穿越主干道。很不安全。希望增设红绿灯，便于大家安全出行。"
"自定义","信号灯改为数字显示，公交车影响后面车辆观看信号灯"
"占道停车","这里是胡同四合院的保护区，很有京味的文化！可是窄窄的胡同里全是私家车，孩子放学真的不敢让他们自己回家，记得小时候我全是自己上下学，满胡同跑，现在不敢放开孩子的手。"
"安全步行空间","停车不好停.又堵车."
"过街设施","需要增加过街天桥！！"
"自定义","上下学时间，送孩子的家长请请不要随意停在路边，影响了其他送孩子的家长"
"占道停车","路边停车占道，行人行走不安全，自行车和汽车并行，非常不安全。"
"照明与监控","临时停车会被拍照，带来很多不便"
"过街设施","增设过街天桥，由于车辆过多，行人过马路不方便。另外增加道路亮化。"
"占道停车","路边乱停车情况严重，太乱了，严重占道。"
"安全步行空间","街道上的步行道路狭窄，经常有摩托车开向人行道，非常不安全，建议改善下。"
"占道停车","路边违章停车处理不净，行车困难"
"安全步行空间","清华东门附近，车辆太多，步行反撸台窄，行走不适很方便，不安全，提议扩一下路。"
"安全步行空间","在修京张高速，想通过这段路太难了，上坡下坡，关键是很陡啊。真的有安全隐患啊，万一前一个没上去滑下来，后面一串都要受伤。每次都胆战心惊的。需要改善。"
"占道停车","停车很多，送孩子啥的，很多家长不好好停车，对于行人很不友好"
"安全步行空间","提高行人安全出行，谢谢"
"占道停车","占道停车严重，本身道路就很窄，经常堵车，还占道，给行人增添负担。"
"安全步行空间","门口的步道很多发小广告的，步行道很多骑电动车的，走路很危险"
"安全步行空间","学校门口早上时人车拥挤不堪，孩子安全有隐患"
"安全步行空间","希望能够增加管理，对马路两边乱停车进行整治，绿色出行，尤其对于学校周围"
"过街设施","这里有一个排水口，经常坏，晚上天黑的早，可见度低，对骑车和行人来说很危险，希望尽快修理，并且质量好些，这位这个位置的下水楼老坏！"
"安全步行空间","严禁电动车占用人行道"
"占道停车","车位紧张停靠不方便车速太快"
"自定义","周围街道摆放的自行车太乱了，走来走去很容易刮到的，路口也是这样乱乱的，附近有学校，学生过马路都很不方便，希望改善交通环境"
"占道停车","道路乱，垃圾乱飞站，路烂"
"占道停车","自行车道被机动车占用，骑车带孩子非常不安全！"
"过街设施","自行车摆放不整齐，放学时间人行道拥堵"
"安全步行空间","建议南北建设过街天桥"
"占道停车","停车位太，需增加停车位少"
"自定义","每到上班时间，交通管制道路一般都陷入瘫痪状态,缺少分流通道。
为改善交通拥堵现状,特提出以下建议:
（一）交警部门加大治理力度
交警部门要切实抓好交通整治工作,有管有理,疏堵结合,促进交通秩序好转。建议管制前，做好管制时间预通知。"
"占道停车","接送孩子的家长，随意停车，交通不便"
"照明与监控","建议增加照明监控设备路口很黑"
"占道停车","道路不宽车辆较多，行人穿行也多建设增添交通违护人员"
"安全步行空间","每天早上送孩子上学校都是车，拥挤的很，车多人多，特别是胡同的轿车也要往里挤，还不安全，希望能够改善一下"
"过街设施","过马路太费劲啦，建议加个过街天桥！"
"过街设施","广渠门桥下有人行横道没红绿灯，每次过马路等半天也过不去，建议增加红绿灯。"
"安全步行空间","路比较狭窄，希望增宽，以缓解拥堵"
"自定义","胡同里没有路灯，投放垃圾只能放大门口。缺少那种插卡买水的设施。"
"占道停车","早上送孩子上学车辆拥堵，车辆行人不能正常行驶。"
"占道停车","人员流动较大，随便占道停车"
"占道停车","幼儿园和小学在一起，早上送孩子车辆占道无法正常行驶"
"占道停车","非机动车道长期停车，车辆乱占道"
"占道停车","小区内车位太少，周边上班的人经常把车停进来占用已经十分紧张的停车位"
"安全步行空间","步行空间大点更好，放学拥挤，没有专门的停车1道"
"占道停车","小区里有个幼儿园，每天小朋友送园时间，小区就开堵车，车不太好出去"
"过街设施","过马路不方便，需要过街天桥。"
"安全步行空间","步行道狭窄，道路比较拥堵，红绿灯不完善"
"车辆超速","这里是学校，孩子的安全是第一位的，之前看过一个逆行超速撞孩子的视频，吓坏了。"
"照明与监控","外地车不要限行，这边住的都是外地人，请放过他们"
"安全步行空间","自行车乱停，占用人行车道，请安排疏导员，让孩子们步行畅通！"
"自定义","这个片区基本没有停车位，希望适量增加停车位"
"占道停车","灯市口整条街道，路本事窄，学校多，路边还有占路停车，很不安全"
"占道停车","太拥挤，占道严重，需要改善"
"自定义","希望首邑溪谷开西门，环节这边拥挤狭窄的行车道"
"自定义","在这里增设学校，让孩子上学更方便"
"照明与监控","增加照明设施，建议暖光.另需缓解路面狭窄，建议附近小区开启西门宽阔路面通行"
"占道停车","路边停车很多，车辆超速，闯红灯现象明显"
"过街设施","车辆行驶拥堵，行人道非常的不方便！道路非常堵"
"安全步行空间","离学校比较近 放学时候挺乱 挺嘈杂 希望多添加些步行安全区"
"占道停车","道路占路停车现象很多，车辆超速，闯红灯"
"占道停车","世界之花附近老有一些非机动车乱停放车辆！请及时安排疏导！谢谢！"
"占道停车","路边车太多，行走不方便，学校读机呢，对孩子没有保障"
"过街设施","东小营村及三家信苑，翠北家园，海淀嘉郡必经之路。每天人多车多，沙阳路又是海淀和昌平交界，连接西六环，京新高速，京藏高速。"
"自定义","学校区等候区太小，停车位不足，忘改进。"
"过街设施","车辆行驶过于拥堵，行人道路过于拥挤，非常不方便。"
"过街设施","车多人多，去附近市场必经之路。如有过街设施，会提好很高安全系数"
"占道停车","早上都好多占道停车。经常堵车。"
"占道停车","没有车管人员，乱停车，占用盲道，红绿灯没有监控"
"车辆超速","南顶路周边经常有车辆鸣笛切超速,影响孩子通行，希望尽快处理"
"安全步行空间","陈经纶劲松分校平乐园校区，周边被停车道占用，影响接送孩子"
"安全步行空间","占用人行道严重需要整改整改"
"占道停车","没人管 停车瞎停，建议增加车辆管理员"
"照明与监控","监控需要增加 尤其宜家那边过马路很危险"
"自定义","酒仙桥北路堵车严重，建议给去五环方向开辟新路线，不然都堵在酒仙桥北路了，天天堵车，每周有三天晚上高峰期能原地堵小一个小时，还有电机厂前面这条路没有自行车道，电动车自行车都跟汽车挤一块儿，搞得汽车不好走更堵"
"自定义","这个片区基本没有停车位，然后路况狭窄，需适量增加停车位和步行空间"
"自定义","校区上学下学时间段人多路窄 ，放学时车太多。"
"占道停车","小区有个幼儿园，附近有小学，占道停车较多，没有大型停车场"
"安全步行空间","这一段路是每天幼儿园上学放学的必经之路，由于没有人行道，所以不行送孩子的家长只能牵着孩子穿行于车辆之间，非常危险，希望尽快修一条人行道。"
"过街设施","修路修的慢，整的小区周边路不好走"
"占道停车","需要加停车场，和提车位给居民"
"安全步行空间","道路拥堵增加步行空间增设过街设施，方便步行人员安全过马路"
"照明与监控","照明设施太老了，好多地方没有灯，没有监控，上次在小区里车被碰了找不到人"
"过街设施","每次放学的时间路过二中的门口，只有保安在那里指挥交通，孩子们才能横穿马路，强烈建议在这里增设过街红绿灯！"
"安全步行空间","道路拥堵高峰期车流量大，过马路不方便增加过街设施，方便步行人员安全过马路"
"占道停车","占道停车情况严重，接送孩子不方便！"
"安全步行空间","车辆过多，占用行人车道"
"安全步行空间","建议这条路规划一下人行道，每天接送孩子，都得在汽车的缝儿里挤来挤去的，很不安全，哎！"
"车辆超速","那个马路两边经常有汽车占道，行人根本没有行人道。路况特别差，也没人管。"
"占道停车","路上找不到停靠处，乱停车"
"安全步行空间","步行空间不足，希望增设安全步行通道"
"过街设施","此处车多人多，需要增加红绿灯保证安全"
"安全步行空间","这个地方闯红灯的人特别多，也没有管理的，然后这边路况总是堵车"
"车辆超速","这些日子上班路过这里，有好多大货车拉土，超速行驶。"
"占道停车","马路边上存在的电动车占道停车行人无法通过，外卖的车停的特别多，非常的混乱"
"安全步行空间","非机动车道被占用，不安全"
"过街设施","车站附近行人带行李的多，增设行人无障碍道路、电梯。方便出行。"
"占道停车","上下学道路拥堵，旅游大巴路边停了不少，影响出行！"
"安全步行空间","胡同中行走有时都困难，整治停车问题，让生活更加美好，安全出行"
"占道停车","停车麻烦，占道违章，影响交通"
"过街设施","晚高峰黑龙潭路堵车实在严重，如果可以改善就最好了"
"车辆超速","这学校旁边有占道经营，而且过往的车辆都不减速，开的很快，很不安全"
"自定义","学校周边交通混乱，过往汽车很多未曾考虑学校因素，车速依然很快，且与接送孩子车辆争抢"
"占道停车","停车占用消防通道，学生上学、放学存在安全隐患。"
"过街设施","过街通道不完善，需要改善"
"占道停车","这条路特别的堵，占道，乱停车，就在青少年活动中心。孩子每周上学的时候，都特别的困难。"
"自定义","这小区附近幼儿园、小学、中学都有这里挨着二手车交易市场，送孩子上学时在花乡桥掉头很容易被去二手车交易市场的车堵死，有时二手车经常停在靠近怡海花园南门的位置，造成堵车，进出小区接孩子很困难"
"占道停车","停车困难，车位紧张，增加车位空间。"
"占道停车","此处地方占道停车交通不便"
"安全步行空间","希望北京饭店后边变成步行街，希望地铁一号线在王府井燕莎设一个出口"
"占道停车","本来路面就不是很宽，加上到处乱停车，那个路面特别堵车，从这过的司机也不因为学校而减速"
"安全步行空间","学生放学时胡同里有车辆行驶过，对学生造成危险"
"过街设施","增设行人无障碍道路，电梯。方便出行"
"占道停车","没地停车，车位太少！"
"占道停车","小区门口占道车辆比较多"
"车辆超速","道路不宽也不新，不是市区，过往的车辆速度超级快，行人都来不及躲闪，太差劲了。"
"照明与监控","这边路况设施不是很好，那个灯有坏的，然后在学校附近不方便。"
"照明与监控","照明可以再增多些 晚上还是有点暗 过马路不是很安全"
"占道停车","这个是垡头二小，这个小学马路边上老是有乱停车的现象，而且这个是单行道，很多汽车都不守规矩，逆行，也没有人管理。早晚孩子上学高峰的时候，这个条路根本就没法走。特别的堵车，给孩子都带来很多危险。"
"自定义","能微信支付就好了，每次吃饭还要借同学的饭卡"
"占道停车","早晚高峰巨堵，批发市场违章停车占道。"
"照明与监控","小区照明设施需要增设"
"照明与监控","主要是小区附近的照明设备不太好。"
"占道停车","小区内占道停车严重，车位少。"
"占道停车","机动车乱停乱放，影响交通，存在严重安全隐患！"
"照明与监控","建议靠近十字路口的学校附近增加照明设备，方便学生安全通行!"
"安全步行空间","车太多，路面不宽，还有停车占道的现象，骑自行车都不顺畅，希望赶紧改善下。"
"照明与监控","晚上照明不太好，希望多加点路灯"
"占道停车","停车位少 车辆停在路边使车道变窄 "
"照明与监控","行人路照明不够亮度，希望可以增加路灯。增加亮度"
"占道停车","枣园尚城小区门口占道停车飞常影响附近居民生活"
"占道停车","早晚高峰堵车特别严重"
"自定义","周围是老旧小区，小区内根本没有的多少停车位，能不能不要光贴罚单？路边能否画出停车位给老百姓？"
"过街设施","益泽路中这个路口早晚高峰非常拥堵，两个小区出车进车交通很不方便，而且赶上放学既拥挤又不安全。"
"占道停车","路两边车停的太多了！需要改善"
"占道停车","小区西侧停车混乱，尤其是早晚幼儿园接送孩子时更加严重，极易造成拥堵"
"自定义","这条路早晚高峰太堵了，能堵20分钟不动，太耽误时间了，道路还特别破，什么时候修修啊。"
"占道停车","小区内部停车混乱，影响正常行驶，给生活带来很大不便"
"过街设施","安全问题，需要增加过街提示或者行人路面加宽"
"安全步行空间","隔壁就是商城，常常有学生过去购物，但是只有一个斑马线，所以希望增加一个安全步行空间"
"占道停车","存在占道停车问题，很多车还会停在行人道上，有时外卖小哥的车也会乱停放，自行车也没有地放，整体来说路况不佳，看着闹心"
"占道停车","路边占道车辆太多，影响交通"
"自定义","北京市九中位于石景山区，这里天天堵车，道路又小又破，公交也不便利，开车拥堵很正常，给学生出行带来不便。"
"占道停车","学校附近没有专用停车场，路边车辆乱停乱放，建议改善"
"安全步行空间","看到孩子上学请机动车让行"
"自定义","打车不太方便，健身设施不全，周边无健身房。"
"安全步行空间","这条路两边没有划停车线，很多周围小区的车辆横着停放，造成道路变窄，机动车和自行车并行很危险。"
"照明与监控","丰台东大街地铁站的十字路口，晚上过马路的时候，太黑了，很难看见人和车，很不安全。"
"安全步行空间","道路比较窄，行人出行不便，经常有自行车占道，外卖骑的飞快，学生出行没有安全感。"
"占道停车","停车难，路窄，车多，希望扩宽"
"安全步行空间","看到学生上学请机动车让行"
"照明与监控","夜间没有照明，建议添加照明设施，更安全。"
"占道停车","路边停的车辆太多，影响交通安全！"
"安全步行空间","北京景山学校北校区门口太乱了，十几年如一日的乱，车辆乱停，胡同细，以前是一侧停，现在是双侧都停，送孩子的车一进来就堵死了！堵的死死的，人、车、电动车、自行车都堵死了！每天都有孩子被机动车碰，电动车撞！政府部门的青天大老爷们快来拿出个措施吧！求求你们了！我们向北新桥街道反映了多次！没有用啊！"
"安全步行空间","路太破，没有人行道，开车司机不讲规矩，乱停车现象多，路口无红绿灯，建议加强管理。"
"占道停车","单车太乱，车辆乱停乱放建议改善。"
"过街设施","红绿灯时间太长    走过去时间根本不够"
"占道停车","车辆过多，左转弯费劲"
"自定义","闯红灯的过多，员工安全有隐患"
"安全步行空间","无红绿灯，司机乱停车，不礼让行人，无红绿灯，经常堵车，无人行道。"
"过街设施","车辆太多，左转不好转，三轮车过快"
"安全步行空间"," 这边有一个学校经常有学生过马路，但却没有红绿灯，希望改善。"
"自定义","车辆过多，危机员工生命安全"
"过街设施","车辆多，左转难转，三轮车过快"
"占道停车","占道停比较严重，很讨厌"
"占道停车","学校周边汽车交通不便，尽量减少私家车!"
"安全步行空间","每当上学放学的时间，这个地方总有学生来来往往，周围车很多挺危险的。"
"安全步行空间","无人行道，汽车乱停放没人管，汽车占用非机动车道，建议加强管理。"
"安全步行空间","车辆太多，存在安全隐患"
"过街设施","每天放学的时间，看见很多学生来来往往，但是车流也很多，应该增加一个过街天桥什么的，改善一下学生安全。"
"安全步行空间","经常堵车，无红绿灯，汽车乱停放，无人管，无人行道，行人车辆混行了,建议加强管理。"
"占道停车","这边的道路本来只有两条车行道旁边还有一个学校经常有送学生的家长不自觉在这边占道停车影响交通，老是堵车，希望有关部门管管。"
"过街设施","这里人流量比较大，行人乱穿行马路现象突出，建议新增人行道"
"安全步行空间","门口车辆较多，使行走和交通不便！建议绿色出行！"
"安全步行空间","上下班路上 安全步行空间会出现有人骑行或者逆行的情况"
"安全步行空间","车辆太多绿灯时间太短希望改善"
"占道停车","这边这个学校每天上学放学的时间，好多家长在这停车，严重阻碍了交通，堵车堵的不行，希望能有所改善。"
"过街设施","每天来育新这边送孩子，但是感觉过马路特别危险，能不能增加一个专用的过街天桥这里。"
"安全步行空间","车辆太多，存在安全隐患。"
"照明与监控","建议安装照明和监控设备"
"安全步行空间","我家这边靠近西二旗小学，每天接送孩子上学放学，感觉车多车流量大，很危险。希望提出来能有所改善吧。"
"占道停车","丰体时代小学周围乱停车较为严重，每次下午放学时间道路堵塞，影响交通，忘大家遵守交通规则依法停车。"
"过街设施","每次过西三旗那个桥，都心惊肉颤，很希望能在西三旗桥扩建一个专门的人行天桥或者特殊通道。"
"过街设施","车辆经常拥堵不好过，希望可以增加车位，减少拥堵状况，方便行人！"
"占道停车","每天下班放学这条路都特别堵，公交过不来，主要是汽配城的电动三轮车太多了，"
"占道停车","占道停车，太多了，建议治理治理。"
"过街设施","车辆过多，左转难转，三轮车过快"
"占道停车","可在孩子上下学期间设置临时占道标志"
"占道停车","车辆乱停乱放违法停车逆向停车   停的很乱建议整顿"
"安全步行空间","建议放学时需过公路时应有保安护送或有车辆指挥人员。"
"车辆超速","这条街本身就窄，行人和车辆共用一条道，有的车辆速度快，应该限制一下车速"
"车辆超速","传媒大学西门自从安装了护栏之后，学生过街不方便了，而且来往车辆速度过快。"
"车辆超速","地铁站附近 行人多车辆更多 车辆开的开快 跟行人抢道  "
"安全步行空间","送孩子上学道路两边停车太多，行驶车辆也多，总是堵车"
"安全步行空间","停车占地，影响学生过路"
"照明与监控","从黄平路到畅悦居，都没有充足的照明，非常不安全，路口经常拥堵，尤其是TBD旁的黄平路，强烈呼吁照明!!!!"
"自定义","每天下班，放学的时候，学校附近堵车非常严重，路边随意停车，汽配城电动三轮超多，横穿，行人都无法同行。"
"车辆超速","建议有摄像头拍照，超速太严重"
"安全步行空间","小学生门走路时必须家人带领，车来车往，很不安全，电动车，汽车乱停放。希望有关部门严加管理。"
"车辆超速","学校附近总有超速车辆，学生过斑马线车辆鸣笛对学生造成惊吓 "
"安全步行空间","这里挨着小学 道具很窄 放学时候人多 车哪个方向开都有 很不安全 希望明确划分车辆方向 有秩序。"
"安全步行空间","接送孩子的机动车随处停放，非机动车和行人通行空间被急剧压缩。"
"自定义"," 早晚高峰占道停车 巨堵 希望得到改善"
"安全步行空间","路上车辆比较多，放学时之事议交警看护"
"占道停车","车辆占用行人道路问题 比较严重 很不安全 希望可以改善"
"自定义","200米的道路修了2年至今还未通车"
"自定义","希望两边的路上不要停太多的车，车停太多，很多人走路都不是很方便"
"占道停车","路边没有画停车位 停车不规范 占用自行车道很危险"
"照明与监控","冬天天黑的早了 这里没有路灯 很黑 老人孩子很不安全 希望增设路灯"
"照明与监控","没有路灯晚上太可怕啦！"
"安全步行空间","车辆过多，注意行人安全。"
"安全步行空间","车辆过多危急员工生命安全"
"安全步行空间","车辆过多，注意安全。"
"占道停车","占道停车影响行人和车辆的通行"
"安全步行空间","离学校近，没有人行道，容易堵车"
"照明与监控","车多，没人管，没有监控"
"占道停车","路边停车多，过往车辆多，没人管"
"占道停车","建议中间装上隔离带 防止两边占道停车"
"占道停车","车俩太多了遭成了拥堵"
"占道停车","车辆太多了应当减少车辆行驶"
"过街设施","在佑安医院西门外靠南再增加一处过街设施"
"过街设施","地下通道不通，无法穿过马路"
"过街设施","缺乏过街天桥，穿越八达岭高速困难，尤其是去龙泽地铁站，需要往南走才有过高速的天桥，再折回往北去地铁站"
"安全步行空间","围栏太变态了，建议全部拆除"
"自定义","这地方本来是一条公共道路 连接龙岗路和清河路，现在被水木天成小区完全拦起来作为小区内部道路的汽车人行出入口，侵占公共资源。早高峰期龙岗路经常堵车，如果改成公共道路，会极大分流车流，缓解交通压力。"
"过街设施","强佑新城停车场直接对着道路交叉口，汽车从出口出来直行过红绿灯时，和龙岗路驶出来向南行驶的车流产生冲突，希望交通部门能对这里的交通管理进行改善。"
"照明与监控","路灯损坏，灯管随时脱落，容易砸到经过车辆。开车路过，没来得及拍照。"
"安全步行空间","不规则的十字路口，过街交通不连贯，十字路口地形地势低于周边，行车视线有盲点（夜晚照明不够，极其容易导致车祸）。重点!十字路口50米有幼儿园和北小河公园入口，人流量较大，且弱势群体占比高，这个路口到中元节夜晚烧纸人众多，可见事故频发!然而至今没有任何改善!"
